1	0.358
1001	0.778
2001	0.256
3001	0.881
4001	0.671
5001	0.65
6001	0.807
7001	1.104
8001	0.575
9001	1.198
10001	0.996
11001	0.953
12001	1.098
13001	1.4
14001	0.911
15001	1.635
16001	1.464
17001	1.433
18001	1.561
19001	1.889
20001	1.426
21001	2.084
22001	1.898
23001	1.899
24001	2.121
25001	2.526
26001	2.061
27001	1.8
28001	2.687
29001	2.725
30001	1.943
31001	2.321
32001	2.969
33001	2.77
34001	2.706
35001	2.988
36001	3.337
37001	2.816
38001	3.396
39001	3.166
40001	3.098
41001	3.236
42001	3.558
43001	3.027
44001	3.796
45001	3.651
46001	3.616
47001	3.771
48001	3.598
49001	4.131
50001	3.817
51001	3.692
52001	3.729
53001	3.94
54001	4.428
55001	4.023
56001	3.867
57001	3.91
58001	4.095
59001	4.399
60001	4.859
61001	4.554
62001	4.433
63001	4.442
64001	4.68
65001	5.053
66001	4.722
67001	5.471
68001	5.323
69001	5.374
70001	5.606
71001	5.127
72001	5.792
73001	5.757
74001	5.778
75001	5.861
76001	6.136
77001	5.734
78001	5.602
79001	6.425
80001	5.571
81001	5.824
82001	6.235
83001	5.854
84001	6.642
85001	6.674
86001	6.762
87001	6.969
88001	6.509
89001	6.28
90001	7.23
91001	7.209
92001	7.413
93001	6.783
94001	7.319
95001	7.111
96001	7.096
97001	7.412
98001	7.83
99001	7.257
