1	0.723
1001	0.223
2001	1.098
3001	1.961
4001	2.662
5001	3.722
6001	5.462
7001	8.004
8001	9.813
9001	12.651
10001	14.812
11001	18.197
12001	20.933
13001	25.659
14001	29.043
15001	33.063
16001	37.476
17001	42.411
18001	47.521
19001	52.848
20001	58.014
21001	64.011
22001	69.708
23001	76.143
24001	83.429
25001	90.989
26001	98.251
27001	106.15
28001	114.801
29001	122.649
30001	132.375
31001	144.506
32001	152.957
33001	160.013
34001	167.784
35001	178.378
36001	187.434
37001	197.251
38001	211.535
39001	227.459
40001	234.091
41001	243.307
42001	254.893
43001	265.43
44001	279.909
45001	302.318
46001	314.294
47001	318.04
48001	330.265
49001	346.6
