1	0.507
1001	0.886
2001	0.241
3001	0.71
4001	0.274
5001	0.953
6001	0.8
7001	0.784
8001	0.821
9001	0.97
10001	1.222
11001	1.598
12001	1.094
13001	1.754
14001	1.51
15001	1.378
16001	1.358
17001	1.468
18001	1.727
19001	2.255
20001	1.757
21001	2.365
22001	2.092
23001	1.959
24001	1.973
25001	2.103
26001	2.339
27001	2.715
28001	2.231
29001	2.893
30001	2.667
31001	2.553
32001	2.565
33001	2.735
34001	3.004
35001	3.403
36001	2.992
37001	2.753
38001	3.567
39001	3.535
40001	3.637
41001	3.843
42001	3.172
43001	3.679
44001	3.3
45001	4.079
46001	4.103
47001	4.12
48001	4.305
49001	4.593
