1	0.996
1001	0.381
2001	0.747
3001	0.202
4001	0.775
5001	0.473
6001	1.261
7001	1.159
8001	1.165
9001	1.305
10001	1.55
11001	0.902
12001	1.358
13001	0.923
14001	1.685
15001	1.475
16001	1.413
17001	1.447
18001	1.599
19001	1.202
20001	1.662
21001	2.234
22001	1.873
23001	1.607
24001	2.43
25001	2.39
26001	2.48
27001	2.689
28001	1.971
29001	2.366
30001	1.897
31001	2.541
32001	2.285
33001	2.193
34001	2.189
35001	2.32
36001	2.549
37001	2.88
38001	3.365
39001	2.975
40001	2.67
41001	3.455
42001	3.406
43001	3.393
44001	3.505
45001	3.759
46001	3.102
47001	3.563
48001	3.164
49001	3.844
