1	0.356
1001	0.749
2001	0.119
3001	0.597
4001	1.18
5001	0.87
6001	0.672
7001	0.572
8001	0.587
9001	0.712
10001	0.927
11001	1.267
12001	0.711
13001	1.266
14001	0.972
15001	1.8
16001	1.684
17001	1.654
18001	1.706
19001	1.878
20001	1.16
21001	1.671
22001	1.647
23001	1.383
24001	2.082
25001	1.901
26001	1.802
27001	2.023
28001	2.402
29001	1.669
30001	2.015
31001	2.503
32001	2.21
33001	2.074
34001	2.826
35001	2.681
36001	2.82
37001	2.173
38001	2.456
39001	2.721
40001	3.322
41001	3.193
42001	2.881
43001	2.733
44001	2.596
45001	2.595
46001	2.572
47001	2.685
48001	2.929
49001	3.224
