1	0.757
1001	0.243
2001	0.759
3001	0.394
4001	0.201
5001	0.097
6001	0.12
7001	0.289
8001	0.558
9001	0.944
10001	0.451
11001	1.084
12001	0.866
13001	0.745
14001	0.748
15001	1.059
16001	0.319
17001	0.695
18001	1.16
19001	0.673
20001	1.299
21001	1.044
22001	0.901
23001	0.879
24001	0.979
25001	1.187
26001	0.545
27001	1.008
28001	0.605
29001	1.345
30001	1.176
31001	1.12
32001	1.242
33001	1.426
34001	0.751
35001	1.217
36001	0.792
37001	1.552
38001	1.426
39001	1.516
40001	1.609
41001	0.83
42001	1.182
43001	1.601
44001	1.288
45001	0.995
46001	0.839
47001	1.375
48001	1.468
49001	1.698
50001	1.092
51001	1.493
52001	1.005
53001	1.68
54001	1.447
55001	1.351
56001	1.275
57001	1.359
58001	1.628
59001	0.98
60001	1.422
61001	1.908
62001	1.553
63001	1.415
64001	1.434
65001	1.704
66001	2.001
67001	1.457
68001	1.909
69001	1.575
70001	1.428
71001	1.565
72001	1.704
73001	1.854
74001	2.051
75001	1.374
76001	2.155
77001	2.077
78001	2.063
79001	1.875
80001	1.838
81001	1.923
82001	2.205
83001	1.451
84001	1.837
85001	1.345
86001	1.964
87001	1.85
88001	1.787
89001	1.804
90001	1.88
91001	2.146
92001	1.476
93001	2.025
94001	1.683
95001	1.601
96001	1.617
97001	1.723
98001	1.792
99001	1.635
