1	0.607
1001	1.771
2001	3.285
3001	8.019
4001	13.809
5001	22.252
6001	32.822
7001	46.035
8001	60.864
9001	79.316
10001	98.789
11001	122.002
12001	147.228
13001	175.806
14001	207.115
15001	240.422
16001	277.812
17001	318.489
18001	359.122
19001	421.52
20001	460.024
21001	511.564
22001	563.264
23001	620.329
24001	683.444
25001	750.139
26001	813.189
27001	878.088
28001	967.92
29001	1037.99
30001	1116.4
31001	1191.79
32001	1273.7
33001	1376.07
34001	1459.04
35001	1568.97
36001	1646.12
37001	1753.11
38001	1863.61
39001	1972.56
40001	2071.44
41001	2197.01
42001	2312.62
43001	2423.94
44001	2563.14
45001	2694.94
46001	2799.78
47001	2930.01
48001	3074.82
49001	3216.17
