1	0.682
1001	0.086
2001	0.507
3001	0.058
4001	0.719
5001	0.532
6001	0.47
7001	0.54
8001	0.772
9001	1.093
10001	0.538
11001	1.13
12001	0.975
13001	0.833
14001	0.838
15001	0.921
16001	1.161
17001	0.626
18001	1.096
19001	0.732
20001	0.491
21001	1.373
22001	1.384
23001	1.669
24001	0.941
25001	1.545
26001	1.079
27001	0.692
28001	1.477
29001	1.643
30001	1.851
31001	0.993
32001	1.32
33001	1.788
34001	1.674
35001	1.368
36001	1.184
37001	1.19
38001	1.607
39001	2.011
40001	1.419
41001	1.914
42001	1.976
43001	1.749
44001	1.612
45001	1.583
46001	1.691
47001	1.881
48001	1.973
49001	1.481
50001	2.227
51001	2.044
52001	2.044
53001	2.12
54001	2.343
55001	1.713
56001	2.137
57001	1.738
58001	1.542
59001	2.375
60001	2.369
61001	2.512
62001	1.777
63001	2.066
64001	2.502
65001	2.111
66001	1.914
67001	1.887
68001	1.923
69001	2.172
70001	2.637
71001	2.026
72001	2.718
73001	2.544
74001	2.553
75001	2.636
76001	2.857
77001	2.31
78001	2.78
79001	2.365
80001	2.18
81001	3.065
82001	3.256
83001	2.377
84001	2.602
85001	3.029
86001	2.569
87001	3.161
88001	2.952
89001	2.834
90001	2.754
91001	2.871
92001	3.618
93001	3.223
94001	2.655
95001	3.278
96001	3.155
97001	3.2
98001	3.46
99001	2.97
