1	0.435
1001	1.062
2001	1.168
3001	2.15
4001	3.286
5001	3.966
6001	6.429
7001	7.901
8001	10.601
9001	12.869
10001	15.015
11001	18.32
12001	22.182
13001	25.965
14001	29.579
15001	33.433
16001	37.867
17001	43.739
18001	48.381
19001	53.571
20001	58.689
21001	64.981
22001	71.256
23001	79.107
24001	85.353
25001	91.974
26001	99.134
27001	107.909
28001	115.008
29001	123.032
30001	132.772
31001	140.955
32001	150.642
33001	159.371
34001	169.307
35001	179.771
36001	191.955
37001	204.001
38001	215.534
39001	236.322
40001	253.12
41001	245.993
42001	260.258
43001	280.952
44001	287.144
45001	303.246
46001	310.245
47001	334.195
48001	339.113
49001	350.767
